Institute ID,Name,City,State,Score,Rank,Stream,Library_2022-23,Library_2021-22,Library_2020-21,New Equipment for Laboratories_2022-23,New Equipment for Laboratories_2021-22,New Equipment for Laboratories_2020-21,Engineering Workshops_2022-23,Engineering Workshops_2021-22,Engineering Workshops_2020-21,Studios_2022-23,Studios_2021-22,Studios_2020-21,Other expenditure on creation of Capital Assets (excluding expenditure on Land and Building)_2022-23,Other expenditure on creation of Capital Assets (excluding expenditure on Land and Building)_2021-22,Other expenditure on creation of Capital Assets (excluding expenditure on Land and Building)_2020-21,Salaries (Teaching and Non Teaching staff)_2022-23,Salaries (Teaching and Non Teaching staff)_2021-22,Salaries (Teaching and Non Teaching staff)_2020-21,"Maintenance of Academic Infrastructure or consumables and other running expenditures(excluding maintenance of hostels and allied services,rent of the building, depreciation cost, etc)_2022-23","Maintenance of Academic Infrastructure or consumables and other running expenditures(excluding maintenance of hostels and allied services,rent of the building, depreciation cost, etc)_2021-22","Maintenance of Academic Infrastructure or consumables and other running expenditures(excluding maintenance of hostels and allied services,rent of the building, depreciation cost, etc)_2020-21",Seminars/Conferences/Workshops_2022-23,Seminars/Conferences/Workshops_2021-22,Seminars/Conferences/Workshops_2020-21,Total Male UG,Total Female UG,Total Male PG,Total Female PG,Total Strength UG,Total Strength PG,Total Same State Strength UG,Total Same State Strength PG,Total Different State Strength UG,Total Different State Strength PG,Total Different Country Strength UG,Total Different Country Strength PG,Total Economically Backward Strength UG,Total Economically Backward Strength PG,Total Socially Challenged Strength UG,Total Socially Challenged Strength PG,Total Tuition Fee Reimbursed from govt UG,Total Tuition Fee Reimbursed from govt PG,Total Tuition Fee Reimbursed from Institute Funds UG,Total Tuition Fee Reimbursed from Institute Funds PG,Total Tuition Fee Reimbursed from Private Bodies UG,Total Tuition Fee Reimbursed from Private Bodies PG,Students who are not receiving full tuition fee reimbursement UG,Students who are not receiving full tuition fee reimbursement PG
IR-O-U-0329,Symbiosis International,Pune,Maharashtra,56.41,31,University,397814242,359662459,340622924,881059268,595648618,797489688,387937456,330676515,301486552,32656005,0,0,66245343,8477032,50304892,4295961333,3397725995.0,2935259803.0,6554421558.0,5094042699.0,4646293277.0,137063841.0,95432953.0,62063234.0,7905,7670,4096,3174,15575,7270,7147,3250,7675,3876,753,144,469,0,933,755,179,137,1006,439,51,29,166,150
IR-O-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,56.14,32,University,45757711,37173521,35689364,5231502,6654459,591860,0,0,0,0,0,0,0,0,0,2432645262,2287648514.0,2290649283.0,2899206047.0,2486037593.0,2434744170.0,57343597.0,12577642.0,7444796.0,13691,13037,2241,3599,26729,5840,9950,1892,16684,3917,95,31,1452,261,4442,1021,0,0,381,25,0,0,5513,1257
IR-O-U-0498,Babasaheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,56.03,33,University,46176100,38450200,35594758,42704000,39452800,37279926,9227350,8720520,8484859,19780400,17403500,12639961,112843700,105400000,0,979396992,740866348.0,644231607.0,283852000.0,215279500.0,172486742.0,1224327.0,765240.0,188877.0,285,315,1276,1558,600,2834,225,858,364,1941,11,35,77,290,440,2045,216,763,291,1560,0,0,10,12
IR-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,55.95,34,University,33478959,33127079,34078782,239994170,53126381,25054540,113585526,11204511,30311426,800433,393558,1757200,50237642,38757126,17294775,2017421882,1900883142.0,1203547573.0,381402411.0,165943678.0,87449700.0,34531795.0,8562360.0,2529769.0,679,381,663,1140,1060,1803,867,1646,182,147,11,10,25,47,620,1102,329,723,11,40,39,43,266,343
IR-O-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,55.67,35,University,23889715,8463850,46860057,250796339,186985003,134661333,960097,700000,6500000,0,1233061,1022816,38870514,40727980,114276314,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740,337,410,341,1077,751,905,521,169,230,3,0,127,14,395,413,398,341,0,0,97,0,27,86
IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,55.6,36,University,2713000,2408620,2750370,36539014,30315317,16526532,406233,272181,0,1166000,218850,0,7300000,1901268,2005544,773117000,714016696.0,687094226.0,326089000.0,205017421.0,172573213.0,148086.0,14879.0,325203.0,253,88,966,1211,341,2177,333,2047,8,130,0,0,4,59,337,2054,139,462,0,0,2,27,200,1624
IR-O-U-0262,Mahatma Gandhi University,Kottayam,Kerala,55.18,37,University,20452193,16294722,29951689,0,0,11014558,18972572,9675323,8180000,14230584,0,0,40785558,20442306,8760822,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,156,423,772,220,1195,220,1176,0,2,0,17,5,61,96,619,23,473,0,0,0,0,78,207
IR-O-U-0078,Panjab University,Chandigarh,Chandigarh,55.11,38,University,80185721,324276,1219434,0,0,0,0,0,0,0,0,0,0,0,0,5655246239,5032443503.0,4785125584.0,1189606063.0,1329350192.0,991949281.0,8384773.0,2460256.0,1066933.0,5771,4681,2511,3423,10452,5934,2701,1779,7621,4131,130,24,336,109,3057,1474,1298,667,317,110,92,5,1686,801
IR-O-I-1357,University of Madras,Chennai,Tamil Nadu,55.03,39,University,10260000,7008884,5886379,285068000,8609035,40655694,34789000,23079775,2660888,17500000,992975,0,98912000,4643133,1950193,993038188,904785013.0,1001692895.0,514664000.0,724194690.0,34278025.0,13564000.0,1134871.0,4152937.0,0,0,1393,2096,0,3489,0,2999,0,480,0,10,0,519,0,2814,0,693,0,810,0,41,0,1789
IR-O-U-0052,Gauhati University,Guwahati,Assam,54.86,40,University,37606199,34323090,20545060,125952605,38919801,214787900,32556877,30285960,22480950,785000,735000,692000,297562863,284937050,245690678,1915973416,1906109033.0,2474753000.0,443726797.0,267327889.0,281039926.0,14372920.0,8902480.0,8556500.0,617,583,1515,2517,1200,4032,993,3155,205,871,2,6,162,0,604,2139,92,282,369,1337,3,4,302,516
