Institute ID,Name,City,State,Score,Rank,Stream,Library_2022-23,Library_2021-22,Library_2020-21,New Equipment for Laboratories_2022-23,New Equipment for Laboratories_2021-22,New Equipment for Laboratories_2020-21,Engineering Workshops_2022-23,Engineering Workshops_2021-22,Engineering Workshops_2020-21,Studios_2022-23,Studios_2021-22,Studios_2020-21,Other expenditure on creation of Capital Assets (excluding expenditure on Land and Building)_2022-23,Other expenditure on creation of Capital Assets (excluding expenditure on Land and Building)_2021-22,Other expenditure on creation of Capital Assets (excluding expenditure on Land and Building)_2020-21,Salaries (Teaching and Non Teaching staff)_2022-23,Salaries (Teaching and Non Teaching staff)_2021-22,Salaries (Teaching and Non Teaching staff)_2020-21,"Maintenance of Academic Infrastructure or consumables and other running expenditures(excluding maintenance of hostels and allied services,rent of the building, depreciation cost, etc)_2022-23","Maintenance of Academic Infrastructure or consumables and other running expenditures(excluding maintenance of hostels and allied services,rent of the building, depreciation cost, etc)_2021-22","Maintenance of Academic Infrastructure or consumables and other running expenditures(excluding maintenance of hostels and allied services,rent of the building, depreciation cost, etc)_2020-21",Seminars/Conferences/Workshops_2022-23,Seminars/Conferences/Workshops_2021-22,Seminars/Conferences/Workshops_2020-21,Total Male UG,Total Female UG,Total Male PG,Total Female PG,Total Strength UG,Total Strength PG,Total Same State Strength UG,Total Same State Strength PG,Total Different State Strength UG,Total Different State Strength PG,Total Different Country Strength UG,Total Different Country Strength PG,Total Economically Backward Strength UG,Total Economically Backward Strength PG,Total Socially Challenged Strength UG,Total Socially Challenged Strength PG,Total Tuition Fee Reimbursed from govt UG,Total Tuition Fee Reimbursed from govt PG,Total Tuition Fee Reimbursed from Institute Funds UG,Total Tuition Fee Reimbursed from Institute Funds PG,Total Tuition Fee Reimbursed from Private Bodies UG,Total Tuition Fee Reimbursed from Private Bodies PG,Students who are not receiving full tuition fee reimbursement UG,Students who are not receiving full tuition fee reimbursement PG
IR-O-U-0569,University of Burdwan,Bardhaman,West Bengal,51.44,36,State Public University,5283359,4553823,3216475,36984720,30990075,58165805,0,0,0,0,0,0,21463856,21255857,76632054,0,0.0,0.0,236589848.0,178699183.0,196717874.0,1027744.0,837051.0,1270921.0,156,162,2099,3344,318,5443,303,5407,15,36,0,0,139,2170,143,3009,116,4327,63,600,0,18,103,234
IR-O-U-0464,"Manonmaniam Sundaranar University, Tirunelveli",Tirunelveli,Tamil Nadu,51.2,37,State Public University,1992199,259447,1111965,2713559,78196458,20960115,0,0,0,0,0,0,27547299,8794012,10223713,505992642,427256877.0,428482543.0,621198531.0,550068481.0,334963729.0,1948828.0,264331.0,769916.0,0,0,511,968,0,1479,0,1451,0,28,0,0,0,80,0,1373,0,978,0,30,0,0,0,445
IR-O-U-0554,G.B. Pant Universtiy of Agriculture and Technology,Pantnagar,Uttarakhand,51.1,38,State Public University,2189418,2410470,1877300,4975205,4646021,38676777,0,0,0,0,0,0,22908866,130947455,155410417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1777,1455,319,326,3232,645,2810,468,421,176,1,1,280,39,1202,232,1037,234,0,0,0,0,445,37
IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,51.04,39,State Public University,4850000,6500000,9425175,26370000,26180000,32589546,0,0,0,0,0,0,13215000,9091000,152425389,2204004000,1887515428.0,1867115000.0,0.0,0.0,0.0,0.0,0.0,0.0,1187,891,2145,2213,2078,4358,2037,4178,39,180,2,0,266,502,1486,2678,1456,2578,0,0,46,0,250,602
IR-O-U-0739,Madan Mohan Malaviya University of Technology,Gorakhpur,Uttar Pradesh,50.58,40,State Public University,18800091,1304126,10242689,67175869,65933979,35078018,0,0,0,0,0,0,177787395,32535063,43844947,432691092,416700379.0,376997792.0,380527792.0,150924909.0,28020714.0,28420219.0,4418347.0,401250.0,1846,1454,232,347,3300,579,1819,321,1475,258,6,0,728,128,1682,295,576,105,1805,318,29,0,0,0
IR-O-U-0164,Kurukshetra University,Kurukshetra,Haryana,50.47,41,State Public University,7234313,5356000,27176960,22151930,4498298,14682092,0,0,0,0,0,0,38413832,13487241,48896707,2490447336,1926376000.0,1855205943.0,1877704566.0,1467131367.0,1606999715.0,14414662.0,1430601.0,3879585.0,3678,3037,1858,3742,6715,5600,5680,3757,948,1776,87,67,233,194,2417,1584,1062,676,836,54,0,0,752,1048
IR-O-U-0366,Utkal University,Bhubaneswar,Odisha,50.27,42,State Public University,26064780,11083183,20865692,12868806,6479710,11907453,0,0,0,0,0,0,36312449,52153371,1594755,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463,504,1504,1985,967,3489,941,3403,25,85,1,1,51,690,365,1985,230,2455,156,0,0,0,30,220
IR-O-U-0251,Calicut University,Malappuram,Kerala,50.26,43,State Public University,16457876,12525503,2981512,5619121,5289712,5227584,0,0,0,0,0,0,94598398,78739296,15117126,1855931853,1781735665.0,1444339071.0,460937870.0,381238910.0,275257581.0,7485837.0,6799012.0,1488829.0,75,98,468,1517,173,1985,172,1949,0,34,1,2,7,315,158,1404,149,1416,0,0,0,0,16,303
IR-O-U-0248,University of Agricultural Sciences,Bengaluru,Karnataka,50.19,44,State Public University,6188721,2806000,5949000,490368670,151271000,54166000,0,0,0,0,0,0,1471473719,66029000,97547000,2955214139,1536683000.0,1885754000.0,1993464253.0,493464000.0,524882000.0,8396000.0,6396000.0,4418000.0,1911,1888,356,419,3799,775,3471,603,324,171,4,1,24,3,3100,392,2251,395,39,0,236,0,598,0
IR-O-U-0105,Indraprastha Institute of Information Technology,New Delhi,Delhi,49.79,45,State Public University,24442593,19289734,17891981,69572939,39804173,22905591,0,0,0,0,0,0,119070623,25836713,44326391,500523383,435056106.0,396148478.0,445191721.0,213229683.0,308786439.0,9757878.0,7649447.0,34855612.0,1862,283,263,134,2145,397,1291,79,704,316,150,2,180,36,889,39,34,0,3,0,13,0,1019,75
IR-O-U-0298,Dr. Babasaheb Ambedkar Marathwada University,Aurangabad,Maharashtra,49.54,46,State Public University,10328914,4088361,23218,35831583,3930008,1883325,0,0,0,0,0,0,3286279,2601156,1754236,876400847,675599463.0,656149064.0,198130260.0,39186862.0,31899744.0,1905626.0,318210.0,797999.0,509,331,2060,1900,840,3960,764,3386,62,402,14,172,180,1509,452,2130,473,2205,32,223,18,85,109,1126
IR-O-U-0162,Guru Jambheshwar University of Science and Technology,Hisar,Haryana,49.53,47,State Public University,0,0,0,23395268,26339830,13532776,0,0,0,0,0,0,60338325,384951195,145735183,1353493000,990911362.0,705428000.0,205741189.0,384951195.0,145735183.0,8420002.0,221426.0,496000.0,2672,1390,856,1318,4062,2174,3700,2108,360,65,2,1,277,213,1523,955,446,462,40,109,2,12,1312,585
IR-O-U-0159,Chaudhary Charan Singh Haryana Agricultural University,Hisar,Haryana,48.91,48,State Public University,0,0,0,134071828,324310704,201255256,0,0,0,0,0,0,13734224,21741737,17442651,5689776920,5085794087.0,4391659192.0,1128630463.0,1024737896.0,2865930685.0,438000.0,395000.0,339000.0,796,775,669,740,1571,1409,1482,1346,88,56,1,7,213,145,732,576,0,0,0,0,0,0,945,721
IR-O-U-0485,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,48.41,49,State Public University,10607168,10851450,9482722,195948967,119540188,66443340,0,0,0,0,0,0,96292228,50449767,30785201,5852795807,5242152921.0,5338631220.0,1132017645.0,980838479.0,978097929.0,10956054.0,13832073.0,584435.0,2509,4785,385,497,7294,882,6766,635,526,246,2,1,2209,221,4210,489,2483,63,26,167,37,113,3873,367
IR-O-U-0270,Devi Ahilya Vishwavidyalaya,Indore,Madhya Pradesh,48.35,50,State Public University,4508436,4025390,3985535,32197794,27998082,27720874,0,0,0,0,0,0,383296988,348451808,345001791,1012391432,888062660.0,879269961.0,247414725.0,217030461.0,214881645.0,0.0,0.0,0.0,1986,2938,2153,3792,4924,5945,4088,5050,835,895,1,0,535,588,2904,2598,2611,1728,15,0,1,6,812,1452
